business_name,category,location,description_words,description_chars,quality_bucket,phone,address
"GoGo Arriba Travel Services","Travel","Port-Harcourt","38","248","thin","0803 269 2093,, 0708 008 4444, 0803 269 2093","7 Ndahbros Street,, Port Harcourt, Rivers State Nigeria"
"Liquid Travel And Tours","Travel","Port-Harcourt","35","249","thin","0809 846  9752, 0809 728 8523","4B Opobo Crescent, G.R.A Phase 1, Rurome-Rezigbu, Port Harcourt, Rivers Nigeria"
"MyRide","Travel","Port-Harcourt","30","176","thin","0809 395 4000, 0809 396 4000, 0809 397 4000","Suite 208 Gods Grace Plaza Plot 164 Peter Odili Road, Trans Amadi Port Harcourt, Rivers State Nigeria"
"Now Travel and Tours Limited","Travel","Port-Harcourt","28","183","thin","0818 395 9047, 0818 290 2621","No 6 Tombia Street, GRA, Port Harcourt, Rivers Nigeria"
"TouristLiving Travels","Travel","Port-Harcourt","28","237","thin","0903 829 4418, 0807 081 7338",", Port Harcourt, Rivers Nigeria"
"Tpicadailys Travels & Tours Ltd","Travel","Port-Harcourt","36","247","thin","0803 098 0416","Suite 16 Parklane Shopping Complex, Port Harcourt, Rivers Nigeria"
"DE Empress Travels Ltd","Travel","Port-Harcourt","23","173","very_thin","0809 287 7490","20 Luli Shopping Mall Rumuola Road, Port Harcourt, Rivers Nigeria"
"ANSA Systems Limited","Computers","Port-Harcourt","17","125","very_thin","0803 899 5858, 0805 869 9520, 084 233 551","97, Olu-Obasanjo Road, Port Harcourt, River, Nigeria"
"Cinfores Limited","Computers","Port-Harcourt","16","111","very_thin","0903 805 9682","No 60 Prof. T.N. Okujagu Road (Nka Street),Off Dr. Peter Odili Road, Trans Amadi Industrial Layout, Port Harcourt Rivers State Nigeria"
"Exsuntra Solutions","Computers","Port-Harcourt","31","255","thin","0703 694 0307, 0703 017 6676","105 Olu Obasanjo Road, Port-Harcourt, Rivers Nigeria"
"PKO Technologies Limited","Computers","Port-Harcourt","19","123","very_thin","0807 269 0135, 0807 269 0136, 0807 269 0137","46 Aba Road, by CFC Bus Stop, Port Harcourt, Rivers State Nigeria"
"Renaissance Innovation Labs","Computers","Port-Harcourt","24","179","very_thin","0705 705 8359","No. 4 Graceland Avenue, off Kemka Street, NTA Road, Mgbuoba. Port Harcourt, Rivers State"
"Spyhub Technologies Limited","Computers","Port-Harcourt","17","129","very_thin","0803 435 8405, 0803 445 5234","No 321 PH/Aba Expressway, Towards MTN Rumuokwurusi, Port Harcourt, Rivers State"
"Vassion Media","Computers","Port-Harcourt","22","146","very_thin","0706 070 6496","GRA, Port Harcourt, Port Harcourt, Rivers State"
"Xfontworks Resources","Computers","Port-Harcourt","30","189","thin","0806 028 4798, 0904 418 7109","20 Ohia Street, Old GRA Extension, Amadi Flats, Port Harcourt, Rivers state"
"MA Creative Innovation Hub","Computers","Port-Harcourt","37","247","thin","0810 679 1845","Plot 149 Ahoada Road, 510103, Omoku, Rivers state"
"008Grime-Digital Technologies","Computers","Port-Harcourt","29","244","thin","0815 350 1213","#107 Okporo road, Port-Harcourt, Port harcourt, Rivers"
"Abitus Computer & Services Ltd","Computers","Port-Harcourt","21","134","very_thin","0803 324 6068","35, Ojegu Street, Diobu Mile - 3, Port Harcourt, Rivers Nigeria"
"Ace Web Solutions","Computers","Port-Harcourt","35","194","thin","0805 616 9548, 0703 019 5298","Plot 190A Road 9, Agip, Rumueme Port Harcourt, Rivers, Nigeria"
"Afrintech Nigeria","Computers","Port-Harcourt","24","197","very_thin","0803 797 1139, 0809 101 8746","Suite 10, Obioma Plaza, 42 Iwofe Road, Port Harcourt, Rivers Nigeria"
"Alpha Computers","Computers","Port-Harcourt","24","209","very_thin","0803 734 5596","Road 6 FHE Wojii, Port Harcourt, Rivers State Nigeria"
"Chipscafe & Communications","Computers","Port-Harcourt","14","121","very_thin","0803 309 2787","27 Agip Road, Rumueme, Port-Harcourt, Rivers State"
"Computer Place And E-Security Ltd","Computers","Port-Harcourt","32","190","thin","0803 708 5957","No. 6 Aguma Street & Ogbunabali Road, Garrison, Nkpogu, Port Harcourt, Rivers State"
"Computer Wharehouse Group","Computers","Port-Harcourt","19","141","very_thin","0702 882 8013, 084 773 496","No 11A Igbodo Street, Old GRA, Port Harcourt, Rivers State, Nigeria"
"Conatech Solutions","Computers","Port-Harcourt","19","144","very_thin","0803 933 4032, 0806 366 4943, 0805 611 3403","81, Azikiwe Street, Mile 3 Diobu Port Harcourt, Rivers State Nigeria"
"Destiny Project Center","Computers","Port-Harcourt","23","164","very_thin","0811 918 4060","1 Okujagu Off Peter Odili Road, Azuabie Town, Trans Amadi, Port Harcourt, Rivers State"
"Easy World Techs Limited","Computers","Port-Harcourt","20","156","very_thin","0704 588 7591","Enaan Towers, Opposite Uniport Main Gate, East/West Rd, Choba, Port Harcourt, Rivers"
"Einfotech Systems and Telecommunications Ltd","Computers","Port-Harcourt","19","130","very_thin","0803 270 3288","36 Isiokpo Street, D/Line, Port Harcourt, Rivers"
"Game Villa","Computers","Port-Harcourt","28","170","thin","0803 935 6210, 0703 859 1482","407 Ikwerre Road Wimpy, New GRA, Port Harcourt, Rivers State"
"Global Royal Crown IInternational Limited","Computers","Port-Harcourt","26","164","thin","0817 132 6197, 0817 935 8100, 0813 208 5059","245, Port Harcourt/Aba Express Road Beside Shakaâ€™s Place, Opposite First Bank Plc, Port Harcourt, Rivers State"
"Gpak Standard Computers","Computers","Port-Harcourt","23","186","very_thin","0814 558 6461","231 Okporo Road, Eliowhani, Port Harcourt, Rivers State, Nigeria"
"IdyBright Concept","Computers","Port-Harcourt","20","156","very_thin","0708 540 6700, 0812 262 5639, 0816 401 6383","Chidi Amaechi strt off Eagle cement road, Iwofe, Port Harcourt, Rivers"
"Ifex Computer & Communication Services","Computers","Port-Harcourt","24","161","very_thin","0803 292 7998, 0809 716 5660, 0812 040 5363","54, Afikpo Street, Mile 1, Diobu Port Harcourt, Rivers State"
"Interlink Technologies","Computers","Port-Harcourt","25","192","thin","0803 308 9957","Plot 6, East West Road, Eleme Junction, Port Harcourt, Rivers State"
"Kaycee Ventures Nig.","Computers","Port-Harcourt","23","166","very_thin","0803 707 8443","37 Trans-Amadi Road, Rumuobiakani, Rumuola, Port Harcourt, Rivers State"
"Kenwood Nigeria","Computers","Port-Harcourt","13","128","very_thin","0803 203 4028, 084 611 735, 084 611 732","34 Old Aba Road, Glorious Plaza, Rumogba, Port Harcourt, Rivers, Nigeria"
"Madsuite Technologies","Computers","Port-Harcourt","22","157","very_thin","0803 763 0993","Allianz Arena, NTA Road, Port Harcourt, Rivers Nigeria"
"Moscho Technology","Computers","Port-Harcourt","23","180","very_thin","0704 810 3349","42 Tombia Street GRA, Port Harcourt, Rivers State"
"Netcoded Networks","Computers","Port-Harcourt","31","215","thin","0803 309 2787, 0802 308 2402","No 27 Agip Road, Rumueme, Port Harcourt, Rivers State, Nigeria"
"Ochemic Global Resource","Computers","Port-Harcourt","15","116","very_thin","8138946333","115 NAF BASE PORT HARCOURT., Port Harcourt, RIVERS STATE/NIGERIA"
"SData West Africa Ltd","Computers","Port-Harcourt","30","178","thin","+23484550083","75 East West Road, Off 1 RUKPAKULUSI, Eliozu Port Harcourt, Rivers Nigeria"
"Superb Information Tech Resources Ltd","Computers","Port-Harcourt","25","170","thin","0703 032 4666, 0810 845 8103","No 10, Victory Avenue, East-West Road, Port Harcourt, Rivers Nigeria"
"Afrogric","Agriculture","Port-Harcourt","31","205","thin","0806 267 5130","11 Mbonu Street D-Line, Port Harcourt, Rivers"
"Brand Focus Feed Mill","Agriculture","Port-Harcourt","18","100","very_thin","0812 589 3894","Farm Road, Rumuodomaya, Port Harcourt 500272, Rivers, Port-Harcourt, Rivers"
"Intergrity Vision Limited (Aqua-Agro Farmers)","Agriculture","Port-Harcourt","20","146","very_thin","0802 338 8227","No 151, Woji Estate Road, Woji, Portharcourt, Rivers Nigeria"
"Aquafot Farms Limited","Agriculture","Port-Harcourt","18","121","very_thin","0808 397 1814","Pipeline Link Road, Elikpokwodu, Rukpokwu, Port Harcourt, Rivers"
"Joefus Farms Limited","Agriculture","Port-Harcourt","34","249","thin","0803 770 9573, 0809 354 3322","New Road, off Ada George, Port Harcourt, Rivers, Nigeria"
"Ojemai Farms Limited","Agriculture","Port-Harcourt","28","185","thin","0806 261 4341, 084 461020","Plot 267, Trans Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria"
"Rivers State Vegetable Oil Company Ltd (RIVOC)","Agriculture","Port-Harcourt","19","138","very_thin","084 461 581, 084 461 536","Plot 80, Trans-amadi Industrial Layout, Port-Harcourt, Rivers State Nigeria"
"Specogreeno Concerns Limited","Agriculture","Port-Harcourt","26","179","thin","0809 992 61248, 0803 708 3181","10 F.K.Green Street, Off NTA Road, Ozuoba, Choba Port Harcourt, Rivers State, Nigeria"
"Vitadamsyl Industries Nigeria Limited","Agriculture","Port-Harcourt","18","139","very_thin","0808 313 3128, 0805 994 0573","16, Road, 4th Drive Ogbatai Road, Woji, Port Harcourt, Rivers State, Nigeria"
"Winning Edge Farm","Agriculture","Port-Harcourt","11","92","very_thin","0806 489 8116, 0802 652 7456","No 89 Aluu Road, Rukpokwu, Port-Harcourt, Rivers Nigeria"
"Alliance Francaise","Education","Port-Harcourt","27","174","thin","0805 323 3579","20 Herbert Macaulay Street, Amadi Flats, Old GRA, Port Harcourt, Rivers State"
"Booksmarts Limited","Education","Port-Harcourt","25","190","thin","0802 742 0215","111 Estate Road, Woji, Rumuolumeni, Port Harcourt, Rivers State Nigeria"
"Cita International School","Education","Port-Harcourt","20","151","very_thin","0909 912 5177","1 CITA Close, Rumuogba Housing Estate, Port Harcourt, Rivers State, Nigeria"
"Eagle Educational Consulting International","Education","Port-Harcourt","22","178","very_thin","0905 579 2616","No 22 NTA Road, Mgbouba Port, Harcourt City, River State, Nigeria"
"Emarid College","Education","Port-Harcourt","16","116","very_thin","0803 793 3472, 0803 340 7034, 0806 502 4849","23 Harbour Road, old port harcourt township, Finima Port Harcourt, Rivers state Nigeria"
"Goldencitadel international School","Education","Port-Harcourt","39","252","thin","0706 708 3278, 0706 708 3111, 0706 708 3281","1 Arker Road, by Navy Junction, Rumuolumeni Port Harcourt, Rivers"
"ITF Office","Education","Port-Harcourt","29","194","thin","0803 703 6262, 0703 653 0556","Plot 101, Trans Amadi Industrial Layout, Rivoc Road, Portharcourt, Rivers State"
"MOD IELTS","Education","Port-Harcourt","28","194","thin","0708 063 1900, 0708 063 1901, 0708 063 1902","13 Birabi Street,  Hotel Presidential Road, GRA Phase 2,  Port Harcourt, Rivers State"
"National Youth Service Corps","Education","Port-Harcourt","25","163","thin","0813 206 5660","NYSC Secretariat, 40 Ikwerre Road, Port Harcourt, Rivers State, Nigeria"
"Pan African Business School","Education","Port-Harcourt","15","113","very_thin","0813 288 2430, 0818 362 8138","93 East West Road, Rumuokoro, Port Harcourt, Rivers Nigeria"
"Stellamaris College","Education","Port-Harcourt","16","113","very_thin","0803 784 7296","No. 34 Harbour Road, Reclamation Port Harcourt, Rivers State Nigeria"
"Tantua International Group of Schools","Education","Port-Harcourt","19","134","very_thin","0803 309 0361, 0810 626 4580, 0703 645 9727","2nd AvenueElekahia Housing Estate, Port Harcourt, Rivers State"
"The West African Examinations Council","Education","Port-Harcourt","23","153","very_thin","084 482 357, 084 901 205, 084 901 206-9","Plot F/26 Diobu, No. 2, Sam Wobo Street, Off Sanni Abacha Road, GRA Phase 3, Port-Harcourt, Rivers State"
"Wisdom Gate School","Education","Port-Harcourt","16","142","very_thin","0806 416 4465","146/148 East West Road, Eliogbolo Port Harcourt, Rivers State Nigeria"
"Sailors' Pride School","Education","Port-Harcourt","25","169","thin","0813 433 7336, 0814 695 6049","Plot 100 Bimkol/Alfa Cresent, Beside Neco Office, GRA Phase 3, Port Harcourt, Rivers"
"Deslog Training & Consulting Limited","Education","Port-Harcourt","31","253","thin","0803 967 6125","321 port Harcourt /Aba Express Way, Port Harcourt, Rivers"
"Famlang International Language School","Education","Port-Harcourt","19","166","very_thin","0808 102 7728, 0905 268 2650","No 6 Timothy Lane, Rumuola, Port Harcourt, Rivers State"
"Omezuu PTE and CELPIP Center","Education","Port-Harcourt","30","181","thin","08096076094, 08105230085","42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State"
"AIESEC Port Harcourt","Education","Port-Harcourt","22","191","very_thin","0703 806 0102","University Of Portharcourt, Rivers State, Nigeria"
"Alexander Bernhardt Library","Education","Port-Harcourt","32","224","thin","0803 868 7757","Off Omachi Road, Rumuodomaya, Port Harcourt, Rivers State"
"Central Library - Rivers State University of Science & Technology","Education","Port-Harcourt","32","228","thin","0803 793 7354","RSUST, Nkpolu-Oroworukwo, Port Harcourt, Rivers State"
"Chokhmah International Academy","Education","Port-Harcourt","12","98","very_thin","0810 279 2818, 0812 794 0737","24/27 Wogu Street, D/Line, Port-Harcourt, Rivers State, Nigeria"
"Education Plus International School","Education","Port-Harcourt","26","197","thin","0816 338 0084, 084 667 917, 084 556 505","1 Prefab road, off Abacha Link Road, G.R.A. Phase 3, Port Harcourt, Rivers State Nigeria"
"Eliud International School","Education","Port-Harcourt","22","154","very_thin","0803 306 7342, 0813 235 9737","8 Eluid Internation School Road, Port Harcourt, Rivers State Nigeria"
"Fullcare Education Consults & Services","Education","Port-Harcourt","33","254","thin","0815 074 1765, 0815 074 1764","Elekahia Housing Estate, 2nd Street Blk 8, Elekahia Port Harcourt, Rivers State"
"GRE Training Center","Education","Port-Harcourt","33","185","thin","8096076094","First floor, 42 Iwofe Road, Rumuepirikom, Port Harcourt, Rivers State"
"IJMB and JUPEB","Education","Port-Harcourt","32","249","thin","0703 047 6792, 0803 764 7164","15, Eastwest Road Alhaji Estate, Rumuokoro, Port Harcourt, Rivers State"
"JAMB Office","Education","Port-Harcourt","25","182","thin","0818 417 0544","No 9. Ozuzu Close, Off Manilla Pepple Street, Port Harcourt, Rivers State"
"Jchuks 26 Articles","Education","Port-Harcourt","23","145","very_thin","0706 672 1094","17 Bende Street, Port Harcourt, Rivers State"
"Lexstudy","Education","Port-Harcourt","22","142","very_thin","0807 360 4764","9 Market Road, Rumuomasi, Port Harcourt, Rivers State"
"Macdonald Memorial International Institute","Education","Port-Harcourt","25","191","thin","0803 309 9194","Km 20 Igrwuta Road, Port Harcourt, Rivers State"
"Priqueen International School","Education","Port-Harcourt","19","142","very_thin","0806 803 2834","Off Bayelsa Road, Diobu District, Port Harcourt, Rivers Nigeria"
"Starlets Academy","Education","Port-Harcourt","33","244","thin","0814 587 9367, 0901 490 1487","Starlets Academy Close, Opposite Apara Community School, East-West Road, Portharcourt, Rivers State, Nigeria"
"Sure Foundation Group of Schools","Education","Port-Harcourt","18","125","very_thin","0803 275 0456, 0705 888 7125","27B, Abel Jumbo, Mile 2, Diobu, Port Harcourt, Rivers Nigeria"
"The Rivers State Library","Education","Port-Harcourt","25","166","thin","0810 539 3816","Bernard Carr Street, Port Harcourt, Rivers State"
"Emergency Health Care International Ltd","Health","Port-Harcourt","26","200","thin","0802 920 0555, 0803 306 3834","Pelligrini Compound, Obomotu Estate Close, Nkpogu, Trans Amadi, Port Harcourt, Rivers State"
"Kedi Healthcare Services","Health","Port-Harcourt","21","160","very_thin","0703 195 9796","191 Ikwerre Road by AP Filling Station, Mile 3, Port Harcourt, Rivers State"
"Pathcare Nigeria","Health","Port-Harcourt","30","220","thin","8140370869","41 Evo Road GRA, Phase II, Port Harcourt"
"Preventive Healthcare Initiative (PHI)","Health","Port-Harcourt","18","144","very_thin","0807 647 7236, 0803 316 8925, (0)807 647 7236","8A Road 1, Agip Estate, Port Harcourt, Nigeria"
"Ruzu Herbal Bitters","Health","Port-Harcourt","29","164","thin","0803 781 6469, 0811 478 7814","Port Harcourt-Aba Road, Port Harcourt, Rivers State"
"Palmars Hospital","Health","Port-Harcourt","14","100","very_thin","+234(0)8145104088, +234(0)84304094","5/7 Agip Road, Mile 4, P.O.Box 7650, Port Harcourt, Rivers State,, Port Harcourt, Rivers state"
"Beccssbotanicals","Health","Port-Harcourt","26","151","thin","0806 044 6603, 0807 995 3540","19 Chinwo street rumudara by Anglican church okporo road, Portharcourt, Rivers"
"Betclaire Laboratories Limited","Health","Port-Harcourt","18","145","very_thin","0806 676 8169, 0805 836 8239","11 Mission road, Elimgbu( by Elimgbu second junction), Port Harcourt, Rivers"
"DCL Laboratory Products Ltd","Health","Port-Harcourt","34","254","thin","8032658433","19 East West Road, Rumuokoro, Port Harcourt, Rivers Nigeria"
"GNLD Neolife","Health","Port-Harcourt","28","201","thin","0906 834 5648","Alakahiah, Obiapko, Port Harcourt, Rivers State"
"Jonnal Maternity & Nursing Home Limited","Health","Port-Harcourt","25","169","thin","0803 342 4535","Police Post Road, Rumodome, Port Harcourt, Rivers State"
"Nature Plus Golden Concept","Health","Port-Harcourt","24","173","very_thin","0806 932 4911","16 Palm Spring Arena, Port Harcourt, Rivers State"
"Paradigm Home Care Nursing Services","Health","Port-Harcourt","18","131","very_thin","0806 285 8851, 0705 659 5986","5 Osorbinanwu street, off pipeline road, Ozuoba Port Harcourt, Rivers State"
"Paradigm Training Program","Health","Port-Harcourt","16","123","very_thin","8062858851","Ozuoba, Port Harcourt, Rivers State"
"Port Harcourt Medical Investigations Centre","Health","Port-Harcourt","19","135","very_thin","0803 321 7087","199A Ikwerre Road, Mile 3 Diobu, Port Harcourt, Rivers Nigeria"
"Safe Motherhood Empowerment and Enlightenment Initiative","Health","Port-Harcourt","19","143","very_thin","0806 338 9935","1 Obudu Street and Nnewi Street, Mile 1 Diobu Port Harcourt, Rivers Nigeria"
"Savvypass Global Health Services","Health","Port-Harcourt","22","174","very_thin","0816 812 2324, 0803 485 2732, 0818 364 6917","25, Ohaeto Street, D/Line, Behind Ecobank Plc, By CFC Bus Stop, Aba Road, Port Harcourt, Rivers State"
