business_name,phone,address,location,category,description
Palm Nectar Breweries Limited,0813 598 7997,"Plot 6 East West Road, Eleme Junction/Oil Mill, Port Harcourt, Rivers Nigeria",Port-Harcourt,Business,"Palm Nectar Breweries Limited is a beverage company located in Port Harcourt, providing high quality, premium palm wine, authentic in both taste and smell, body and feel to its customer."
Pivot GIS Limited,"+234-1-291 8568, +234-1-291 8560","Marblehead Equipment Yard, Opp Adokiye Amaesiamaka Stadium, Port Harcourt, Rivers Nigeria",Port-Harcourt,Business,"Pivot GIS Limited is a business service company that delivers excellent service to the oil and gas industry in equipment design & drafting, fabrication, material management, supply of contract labor & project management support services."
Radial Circle Group,"0702 907 1330, 0803 895 1342","43/45 Elelenwo Street, GRA Phase 1 Port Harcourt, Rivers State Nigeria",Port-Harcourt,Business,"Radial Circle Group offers diverse services in marine electronics & navigational aids, security & telecommunications solution, instrumentation & automation, electrical power systems & project engineering design, installation & commissioning in Nigeria."
Sherman Gray Limited,"0702 509 0837, 0816 426 3251, 0704 652 7846","3rd Floor, Vicon House, 80 Stadium Road, Rumuomasi, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Business,"Sherman Gray Limited is an engineering, procurement and construction company based in Port Harcourt, that provides services in civil engineering construction, consulting, procurement and outsourcing services for the oil and gas industry development."
Starzs Investments Company Limited,"0817 200 7000, 0908 744 5291","15C, Omerelu Street, GRA Phase 1, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,Starzs Investments Company Limited is a  recommendable marine logistics company that have expanded their services to jack-up rigs for Oil and Gas drilling services and other marine engineering.
Thompson & Grace Investments Ltd,0818 000 4000,"Km 16, Aba/Port Harcourt Expressway, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Business,"Thompson & Grace Investments Limited is an indigenous company offering services include the sales, installation and servicing of industrial cranes also distribution of cranes and maintenance services for sparrows."
Tin Industrial Services Ltd,"0803 304 6342, 0803 500 9550","12 Woji Road, GRA Phase 2 Port-Harcourt, Rivers State",Port-Harcourt,Business,"Tin Industrial Services Ltd. is established in the business of industrial laundry, kitchen and gym equipment sale and technical support."
United Nations Office,04 65 880,"146 C/146 B Lord Ogboma Drive Off Abacha Road, GRA Phase 3 Port Harcourt, Rivers State",Port-Harcourt,Business,"United Nations Office (Racheal House) is a corporate office building that houses numerous United Nations (UN) agencies, in support of the United Nations Institute for Training and Research (UNITAR)."
Vandrezzer Energy Services Ltd,"01 773 9696, +234 84 765672","Trans-Woji road, Woji Town, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,"Vandrezzer Energy Services Ltd is one of the reputable firm that offers engineering services ranging from stability and buoyancy calculations, re-verification of client's front-end engineering, preliminary design and many others."
The ADE Brand.NG,0813 345 1121,"20 Ohia Street Orogbum Old GRA, Port Harcourt, Rivers State",Port-Harcourt,Business,"For more than two years, we've focused on making the best handmade footwear in Port Harcourt, Nigeria."
Aveon Offshore,"01 2798129, 01 2706949","Eagle Cement Road, Rumuorlumeni, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Business,"Aveon Offshore is confident in delivering innovative services to clients ranging from construction, engineering, offshore support services, fabrication, logistics and lots more."
Beamz International,0803 547 1013,"4, Nyeche Street, Ada-George, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Business,"Beamz International is a service company offering website design, programming and e-business solutions services."
Bubble Point Nigeria Limited,0806 876 7171,"Plot 6, TechDaer Close, Off Boskel Road, Odani New Layout, Elelenwo, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Business,"Bubble Point Nigeria Limited is a Nigerian oil and gas service company based in Portharcourt, that provide specialized services in surface well testing, well clean up and flow back, early production facility, drilling pup joints, oil recovery and others."
Corelab Nigeria Limited,"0803 402 1437, 084 239 116, 084 233 569","Plot 66, Ordinance Road, Trans-Amadi Industrial Layout, Port Harcourt, Rivers",Port-Harcourt,Business,Corelab Nigeria Limited offers services on geochemical and oil field engineering solutions.
Geosam Aluminium Company,0905 660 3994,"Elijiji Avenue, Airport Road, Rukpokwu, Port Harcourt, Rivers State",Port-Harcourt,Business,"Geosam Aluminium Company is a business that constructs and installs different designs of aluminium doors, windows, roofing sheets and many other aluminium products."
Gumanyes Nigeria Limited,0808 894 1997,"International Airport Road, Port Harcourt, Rivers",Port-Harcourt,Business,"Gumanyes Limited is an architectural and turnkey construction company that also supplies all kinds of building materials, industrial gases and oil tools."
Heroizu Technology Services Ltd,"0706 464 9087, 0818 155 4446","3 Nwankpa Close, Off Okporo Road, by Artillary Junction, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Business,Heroizu Technology Services Ltd is a company build as a professional in land survey and geoinformatics and with wealth of experience that spans over a decade. We train and retrained surveyors on how to use surveying equipments and softwares.
iPress Limited,0813 894 1946,"By Mercy Land Junction, East-West Road, Mgbuoba, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,"iPress Limited is photo studio that offer guarantee high quality photo production, for event coverage and photo shoot."
Desire Graphicx,0803 508 3297,"12, Udi Street, Mile 1 Diobu, Port Harcourt Rivers Nigeria",Port-Harcourt,Arts,Desire Graphics is an art business offering art and design and printing services.
Dpraise prints,"08078759488, 08138265056","#40 Abakaliki street, Mile 1 Diobu Port Harcourt, Rivers State",Port-Harcourt,Arts,"We print magazine, calendar, posters, flyers, school end of year book, exercise book, monogramming on cloth, gift items, memo pad, jotter, invitation card, burial programme, wedding programme and event showcase in orange magazine etc."
Grace Bound Nigeria Limited,0803 341 8880,"34 Hospital road.Akiama, Bonny Island Port harcourt,, Rivers State Nigeria",Port-Harcourt,Arts,Grace Bound Nigeria Limited is an art business located in Bonny Island that renders services such as art design.Online art courses
Graphikplux Concept,0810 002 4965,"No 6 obudu,, Mile 1 Diobu Port Harcourt, Rivers State Nigeria",Port-Harcourt,Arts,"Graphikplux Concept is an art design business that offers general printing services,arts and design services."
iMedia Studios,"0803 508 1208, 0705 191 1961","Suite 7, Anwuri pavilion, by heimans fueling station, east-west road, Alakahia Port Harcourt, Rivers State",Port-Harcourt,Arts,"iMedia Studios media services which includes photography, graphics, films and prints."
Inside Africa,9188988248,"273 Ekere Street, Rumuobiakani, Port Harcourt",Port-Harcourt,Arts,Inside Africa is an art and craft shop with beautiful art designs.
Karazee Afrika Services,"08110521607, 08037479147","Suite 11 Royal Mall Shell new road Iriebe Port Harcourt, Port Harcourt, Rivers State",Port-Harcourt,Arts,"Karazee Afrika Services is a one stop aesthetics design company with key competence in designing and constructing affordable luxury swimming pools, water fountains, spa, water falls and aquariums."
LexlairAesthetics,0803 797 1423,"Sani Abacha Road, Rumueme, Port Harcourt, Rivers State",Port-Harcourt,Arts,"LexlairAesthetics is an aestetic studio, made up of a team of connoiseur of arts who offer general arts, body art, wall mural, costumes and lots more."
Pius Arts Work,"0805 442 2143, 0803 882 9554","4, Ahoada Road, Omoku, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Arts,"Pius Arts Work  offers creative art, art-works design, plate numbers for Royal fathers, sculpting and handcraft chairs for royal fathers."
Rainygram,0816 028 8961,"#4 Okomoko Street, D/line, Port Harcourt, Rivers State",Port-Harcourt,Arts,Monetize Your Song With RainygramRainygram is an online music distribution and sharing platform designed to help artistes make money from their songs when it is downloaded or streamed. Upload your song on Rainygram for free and get paid.
Saint Flairs Awards Limited,"0803 675 0060, 0802 311 5584","No 607B, Ikwerre Road, by MCC, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Arts,"Saint Flairs Awards Limited is one of the leading company, & one of the pioneers in the awards, promotional, &specialty products industry in Nigeria for classical trophies, plaques, medals, finest crystal pieces, acrylic product, & contemporary artworks."
Walls Makeover,7080193434,"Flora Mall, Opp. Rumuagholu/ Rumuosi Power Plant SARS Road, Portharcourt, PortHarcourt, Rivers State",Port-Harcourt,Arts,"We are the first company in Nigeria to sell Algea Resistant paints, washable and lasting with over a 12,000 instant colour paints of high quality from Renxmatik colour tinting system. We are expert in paint defect solutions."
Sports World Nigeria,"0909 152 3572, 01 453 3454","Shop 16, Port Harcourt Shopping Mall, 1, Azikwe Road, Close to Government House, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Sports,"Sports World Nigeria is a sport shopping destination for fitness accessories, work out clothes,sport equipment, home and commercial gym equipment and machinery."
Tuboz Fitness,0703 860 9276,"Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Sports,"Tuboz Fitness is a certified body fitness schools for aerobics and body building offers a comprehensive sports and fitness programme such as abdominal reduction, step aerobics, outdoor workout, dance aerobics, pilates and circuit training."
Kedico Sport Nigeria Ltd,"0803 709 7151, 0803 939 3980","92, Ikwerre Road, Mile 2 Diobu, Port-Harcourt, Rivers, Nigeria",Port-Harcourt,Sports,"Kedico Sport Nigeria Limited is a stop shop that offers sales of sporting wears, gym equipment, sports items, jerseys and medals."
Loboh Sports Bar,0803 231 6671,"Stice Plaza, Km 17 Airport Road, Rukpokwu Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Sports,Loboh Sports Bar is a bar where televised sport such as UEFA Champions league is shown continuously and other physical sporting activities such as table tennis are been played.
Steady Run Club,0701 506 0081,"Aggrey Road By Artillery, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Sports,"Steady Run Club is a health, wellness and fitness sports club in Port Harcourt that organizes aerobics, running, cycling, boxing and walks on streets and roads every Sunday.Buy vitamins and supplements"
Vandyke Sports,,"Luli Mall,  suite WW5 20  Rumuola Road, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Sports,"Vandyke Sports is a sporting organization that offers a lot of fitness games such as football, basket ball and related events."
Xtreme Combat Sports,0813 872 0480,"Civic Centre, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Sports,"Xtreme Combat Sports is a community of martial artists striving to provide fitness and self-defense training for pro fighting, martial arts and skills, for fitness and professional purposes."
Zen Budo Karate,0809 163 6528,"Charlies Total Fitness Centre, 57/59 Stadium Road, Port-Harcourt, Rivers State",Port-Harcourt,Sports,"Zen Budo Karate is a sporting centre that teaches karate, self-defence sports and discipline to promote fitness & healthy living through traditional karate-do.Buy vitamins and supplements"
Executive Rent A Car,"08026434549, 08135559556","10 wimpey Road, Port Harcourt, Rivers",Port-Harcourt,Automotive,"Exclusive Rent a Car is a leading car rentals providers in port Harcourt. Enjoy luxury, comfort and security."
The Honda Place,"0803 427 7777, 0803 429 9999","7 ,Olu Obasanjo Road, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Automotive,"The Honda Place is an accredited honda car dealer in Port Harcourt and the sole distributor of new Honda cars, HGMO, and genuine Honda spare parts in Nigeria."
Total - Port Harcourt,0803 336 8352,"Mile 5 Service Station, By Police Station, Ikwerre Road, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Automotive,Total - Port Harcourt is a car service station that makes sales and supply of car lubricants and diesel for car engines.
A. Benec International Co. Nigeria,0803 710 3017,"Chews Plaza No.5, Shop B1 Abuja Bypass, Off Olu Obasanjo Road, Diobu Mile3, Port Harcourt Nigeria",Port-Harcourt,Automotive,"A. Benec International Co. Nigeria is an automotive industry that offers range of products and services such as auto body parts, lubricants and lots more."
